issuer,folder,pdf_filename,title_gss,ml_pred,ml_class,confidence,top_env,top_soc,needs_review,sector_keys,framing_body,framing_title,pdf_full_path
HIFI,20240628_HIFI_Penyampaian Prospektus,20240628_HIFI_Penyampaian Prospektus_Informasi Tambahan_31676584_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240628_HIFI_Penyampaian Prospektus\20240628_HIFI_Penyampaian Prospektus_Informasi Tambahan_31676584_lamp1.pdf
HIFI,20240628_HIFI_Penyampaian Prospektus,20240628_HIFI_Penyampaian Prospektus_Informasi Tambahan_31676584_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240628_HIFI_Penyampaian Prospektus\20240628_HIFI_Penyampaian Prospektus_Informasi Tambahan_31676584_lamp2.pdf
PRTL,20240701_PRTL_Prospektus Ringkas Penawar_d4d68c,20240701_PRTL_Laporan Informasi dan Fakta Material_31677334_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240701_PRTL_Prospektus Ringkas Penawar_d4d68c\20240701_PRTL_Laporan Informasi dan Fakta Material_31677334_lamp2.pdf
PRTL,20240701_PRTL_Surat Pengantar Bukti Peng_e8fcb6,20240701_PRTL_Laporan Informasi dan Fakta Material_31677428_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240701_PRTL_Surat Pengantar Bukti Peng_e8fcb6\20240701_PRTL_Laporan Informasi dan Fakta Material_31677428_lamp1.pdf
BBYB,20240703_BBYB_Penyampaian Bukti Iklan Pu_1e7ec0,20240703_BBYB_Penyampaian Bukti Iklan_31679227_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240703_BBYB_Penyampaian Bukti Iklan Pu_1e7ec0\20240703_BBYB_Penyampaian Bukti Iklan_31679227_lamp1.pdf
BWPT,20240712_BWPT_Penyampaian Bukti Iklan bu_b1cea6,20240712_BWPT_Penyampaian Bukti Iklan_31683365_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240712_BWPT_Penyampaian Bukti Iklan bu_b1cea6\20240712_BWPT_Penyampaian Bukti Iklan_31683365_lamp1.pdf
MSIE,20240730_MSIE_Permohonan Perubahan Infor_7549e5,20240730_MSIE_Laporan Informasi dan Fakta Material_31689015_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240730_MSIE_Permohonan Perubahan Infor_7549e5\20240730_MSIE_Laporan Informasi dan Fakta Material_31689015_lamp1.pdf
HRTA,20240909_HRTA_Penyampaian Dokumen Inform_e89af9,20240909_HRTA_Laporan Informasi dan Fakta Material_31723626_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240909_HRTA_Penyampaian Dokumen Inform_e89af9\20240909_HRTA_Laporan Informasi dan Fakta Material_31723626_lamp1.pdf
HRTA,20240909_HRTA_Penyampaian Dokumen Inform_e89af9,20240909_HRTA_Laporan Informasi dan Fakta Material_31723626_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240909_HRTA_Penyampaian Dokumen Inform_e89af9\20240909_HRTA_Laporan Informasi dan Fakta Material_31723626_lamp2.pdf
INKP,20240910_INKP_Prospektus Ringkas Penawar_c47ac9,20240910_INKP_Laporan Informasi dan Fakta Material_31724579_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240910_INKP_Prospektus Ringkas Penawar_c47ac9\20240910_INKP_Laporan Informasi dan Fakta Material_31724579_lamp2.pdf
LPPI,20240910_LPPI_Penyampaian Bukti Iklan Pr_53ddfb,20240910_LPPI_Penyampaian Bukti Iklan_31724268_lamp2.pdf,False,NonGSS,obligasi_biasa,0.6200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240910_LPPI_Penyampaian Bukti Iklan Pr_53ddfb\20240910_LPPI_Penyampaian Bukti Iklan_31724268_lamp2.pdf
LPPI,20240910_LPPI_Prospektus Ringkas Obligas_588af7,20240910_LPPI_Laporan Informasi dan Fakta Material_31724583_lamp2.pdf,False,NonGSS,obligasi_biasa,0.6400,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240910_LPPI_Prospektus Ringkas Obligas_588af7\20240910_LPPI_Laporan Informasi dan Fakta Material_31724583_lamp2.pdf
HRTA,20240911_HRTA_Penyampaian Bukti Iklan Pe_f38dd5,20240911_HRTA_Penyampaian Bukti Iklan_31724964_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240911_HRTA_Penyampaian Bukti Iklan Pe_f38dd5\20240911_HRTA_Penyampaian Bukti Iklan_31724964_lamp1.pdf
ASDF,20240913_ASDF_Penyampaian Prospektus,20240913_ASDF_Penyampaian Prospektus_Informasi Tambahan_31725974_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240913_ASDF_Penyampaian Prospektus\20240913_ASDF_Penyampaian Prospektus_Informasi Tambahan_31725974_lamp1.pdf
BFIN,20240919_BFIN_Penyampaian Bukti Iklan Pe_e87b0c,20240919_BFIN_Penyampaian Bukti Iklan_31727077_lamp4.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240919_BFIN_Penyampaian Bukti Iklan Pe_e87b0c\20240919_BFIN_Penyampaian Bukti Iklan_31727077_lamp4.pdf
BFIN,20240919_BFIN_Penyampaian Prospektus,20240919_BFIN_Penyampaian Prospektus_Informasi Tambahan_31727057_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240919_BFIN_Penyampaian Prospektus\20240919_BFIN_Penyampaian Prospektus_Informasi Tambahan_31727057_lamp1.pdf
HRTA,20240923_HRTA_Penyampaian Dokumen Peruba_985f9f,20240923_HRTA_Laporan Informasi dan Fakta Material_31727923_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240923_HRTA_Penyampaian Dokumen Peruba_985f9f\20240923_HRTA_Laporan Informasi dan Fakta Material_31727923_lamp1.pdf
HRTA,20240925_HRTA_Penyampaian Bukti Iklan Pe_b35fa5,20240925_HRTA_Penyampaian Bukti Iklan_31729081_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20240925_HRTA_Penyampaian Bukti Iklan Pe_b35fa5\20240925_HRTA_Penyampaian Bukti Iklan_31729081_lamp2.pdf
KAII,20241104_KAII_Penyampaian Prospektus Rin_fbdc15,20241104_KAII_Laporan Informasi dan Fakta Material_31753049_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241104_KAII_Penyampaian Prospektus Rin_fbdc15\20241104_KAII_Laporan Informasi dan Fakta Material_31753049_lamp1.pdf
PTRO,20241113_PTRO_Penyampaian Prospektus,20241113_PTRO_Penyampaian Prospektus_Informasi Tambahan_31767404_lamp2.pdf,False,NonGSS,obligasi_biasa,0.4900,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241113_PTRO_Penyampaian Prospektus\20241113_PTRO_Penyampaian Prospektus_Informasi Tambahan_31767404_lamp2.pdf
HRTA,20241122_HRTA_Penyampaian Bukti Iklan Pe_ef89be,20241122_HRTA_Penyampaian Bukti Iklan_31780645_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241122_HRTA_Penyampaian Bukti Iklan Pe_ef89be\20241122_HRTA_Penyampaian Bukti Iklan_31780645_lamp1.pdf
ADRO,20241129_ADRO_Penyampaian Prospektus,20241129_ADRO_Penyampaian Prospektus_Informasi Tambahan_31792715_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241129_ADRO_Penyampaian Prospektus\20241129_ADRO_Penyampaian Prospektus_Informasi Tambahan_31792715_lamp1.pdf
MDKA,20241129_MDKA_Penyampaian Bukti Iklan Pe_da30a0,20241129_MDKA_Penyampaian Bukti Iklan_31792735_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241129_MDKA_Penyampaian Bukti Iklan Pe_da30a0\20241129_MDKA_Penyampaian Bukti Iklan_31792735_lamp1.pdf
PTRO,20241209_PTRO_Penyampaian Prospektus,20241209_PTRO_Penyampaian Prospektus_Informasi Tambahan_31817131_lamp2.pdf,False,NonGSS,obligasi_biasa,0.4700,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241209_PTRO_Penyampaian Prospektus\20241209_PTRO_Penyampaian Prospektus_Informasi Tambahan_31817131_lamp2.pdf
PIDL,20241212_PIDL_Penyampaian Bukti Iklan Pr_cd340f,20241212_PIDL_Penyampaian Bukti Iklan_31818566_lamp2.pdf,False,NonGSS,obligasi_biasa,0.6500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20241212_PIDL_Penyampaian Bukti Iklan Pr_cd340f\20241212_PIDL_Penyampaian Bukti Iklan_31818566_lamp2.pdf
PALM,20250107_PALM_Penyampaian Prospektus,20250807_PALM_Penyampaian Prospektus_Informasi Tambahan_31931475_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250107_PALM_Penyampaian Prospektus\20250807_PALM_Penyampaian Prospektus_Informasi Tambahan_31931475_lamp1.pdf
BBKP,20250111_BBKP_Penyampaian Prospektus,20250811_BBKP_Penyampaian Prospektus_Informasi Tambahan_31932263_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250111_BBKP_Penyampaian Prospektus\20250811_BBKP_Penyampaian Prospektus_Informasi Tambahan_31932263_lamp1.pdf
HRTA,20250121_HRTA_Penyampaian Bukti Iklan Bu_f200e8,20250117_HRTA_Penyampaian Bukti Iklan_31846348_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250121_HRTA_Penyampaian Bukti Iklan Bu_f200e8\20250117_HRTA_Penyampaian Bukti Iklan_31846348_lamp1.pdf
BBKP,20250127_BBKP_Penyampaian Prospektus,20250827_BBKP_Penyampaian Prospektus_Informasi Tambahan_31935348_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250127_BBKP_Penyampaian Prospektus\20250827_BBKP_Penyampaian Prospektus_Informasi Tambahan_31935348_lamp2.pdf
ASDF,20250224_ASDF_Penyampaian Prospektus,20250224_ASDF_Penyampaian Prospektus_Informasi Tambahan_31864467_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250224_ASDF_Penyampaian Prospektus\20250224_ASDF_Penyampaian Prospektus_Informasi Tambahan_31864467_lamp2.pdf
BEKS,20250418_BEKS_Prospektus Ringkas Penamba_7c4c46,20250418_BEKS_Laporan Informasi dan Fakta Material_31876514_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250418_BEKS_Prospektus Ringkas Penamba_7c4c46\20250418_BEKS_Laporan Informasi dan Fakta Material_31876514_lamp1.pdf
LPCK,20250421_LPCK_Penyampaian Prospektus,20250417_LPCK_Penyampaian Prospektus_Informasi Tambahan_31876367_lamp2.pdf,None,NonGSS,obligasi_biasa,0.6700,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250421_LPCK_Penyampaian Prospektus\20250417_LPCK_Penyampaian Prospektus_Informasi Tambahan_31876367_lamp2.pdf
MEDC,20250422_MEDC_Penyampaian Prospektus,20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250422_MEDC_Penyampaian Prospektus\20250422_MEDC_Penyampaian Prospektus_Informasi Tambahan_31876946_lamp2.pdf
MEDP,20250428_MEDP_Pemberitahuan atas Prospek_a005e4,20250426_MEDP_Laporan Informasi dan Fakta Material_31878371_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250428_MEDP_Pemberitahuan atas Prospek_a005e4\20250426_MEDP_Laporan Informasi dan Fakta Material_31878371_lamp1.pdf
IMJS,20250430_IMJS_Prospektus Ringkas Penawar_f61a15,20250430_IMJS_Laporan Informasi dan Fakta Material_31879954_lamp1.pdf,None,NonGSS,obligasi_biasa,0.7000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250430_IMJS_Prospektus Ringkas Penawar_f61a15\20250430_IMJS_Laporan Informasi dan Fakta Material_31879954_lamp1.pdf
CARE,20250514_CARE_Pemberitahuan atas Prospek_b98f43,20250514_CARE_Laporan Informasi dan Fakta Material_31885516_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250514_CARE_Pemberitahuan atas Prospek_b98f43\20250514_CARE_Laporan Informasi dan Fakta Material_31885516_lamp1.pdf
CARE,20250514_CARE_Pemberitahuan atas Prospek_b98f43,20250514_CARE_Laporan Informasi dan Fakta Material_31885524_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250514_CARE_Pemberitahuan atas Prospek_b98f43\20250514_CARE_Laporan Informasi dan Fakta Material_31885524_lamp2.pdf
DWGL,20250521_DWGL_Penyampaian Prospektus,20250521_DWGL_Penyampaian Prospektus_Informasi Tambahan_31887736_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250521_DWGL_Penyampaian Prospektus\20250521_DWGL_Penyampaian Prospektus_Informasi Tambahan_31887736_lamp2.pdf
BMTR,20250527_BMTR_Penyampaian Bukti Iklan Pr_f1536a,20250527_BMTR_Penyampaian Bukti Iklan_31889487_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250527_BMTR_Penyampaian Bukti Iklan Pr_f1536a\20250527_BMTR_Penyampaian Bukti Iklan_31889487_lamp1.pdf
BMTR,20250527_BMTR_Prospektus Ringkas Penawar_9b10ed,20250527_BMTR_Laporan Informasi dan Fakta Material_31889467_lamp1.pdf,False,NonGSS,obligasi_biasa,0.6300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250527_BMTR_Prospektus Ringkas Penawar_9b10ed\20250527_BMTR_Laporan Informasi dan Fakta Material_31889467_lamp1.pdf
HATM,20250527_HATM_Penyampaian Prospektus,20250527_HATM_Penyampaian Prospektus_Informasi Tambahan_31889645_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250527_HATM_Penyampaian Prospektus\20250527_HATM_Penyampaian Prospektus_Informasi Tambahan_31889645_lamp1.pdf
FASW,20250612_FASW_Penyampaian Prospektus,20250612_FASW_Penyampaian Prospektus_Informasi Tambahan_31894454_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250612_FASW_Penyampaian Prospektus\20250612_FASW_Penyampaian Prospektus_Informasi Tambahan_31894454_lamp1.pdf
HATM,20250612_HATM_Penyampaian Prospektus,20250612_HATM_Penyampaian Prospektus_Informasi Tambahan_31894412_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8200,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250612_HATM_Penyampaian Prospektus\20250612_HATM_Penyampaian Prospektus_Informasi Tambahan_31894412_lamp1.pdf
SGRO,20250616_SGRO_Penyampaian Bukti Iklan Pr_41d736,20250616_SGRO_Penyampaian Bukti Iklan_31895463_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250616_SGRO_Penyampaian Bukti Iklan Pr_41d736\20250616_SGRO_Penyampaian Bukti Iklan_31895463_lamp1.pdf
BUMI,20250619_BUMI_Penyampaian Bukti Iklan Pr_e2a14b,20250619_BUMI_Penyampaian Bukti Iklan_31896618_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250619_BUMI_Penyampaian Bukti Iklan Pr_e2a14b\20250619_BUMI_Penyampaian Bukti Iklan_31896618_lamp1.pdf
BUMI,20250619_BUMI_Publikasi Prospektus Ringk_14c893,20250619_BUMI_Laporan Informasi dan Fakta Material_31896678_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250619_BUMI_Publikasi Prospektus Ringk_14c893\20250619_BUMI_Laporan Informasi dan Fakta Material_31896678_lamp1.pdf
TBIG,20250620_TBIG_Penyampaian Bukti Iklan Pr_986c0e,20250620_TBIG_Penyampaian Bukti Iklan_31897038_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250620_TBIG_Penyampaian Bukti Iklan Pr_986c0e\20250620_TBIG_Penyampaian Bukti Iklan_31897038_lamp1.pdf
TBIG,20250620_TBIG_Prospektus Ringkas Penawar_cdd7d6,20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250620_TBIG_Prospektus Ringkas Penawar_cdd7d6\20250620_TBIG_Laporan Informasi dan Fakta Material_31897035_lamp1.pdf
PYFA,20250623_PYFA_Prospektus Ringkas atas Pe_d9ca99,20250623_PYFA_Laporan Informasi dan Fakta Material_31907849_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250623_PYFA_Prospektus Ringkas atas Pe_d9ca99\20250623_PYFA_Laporan Informasi dan Fakta Material_31907849_lamp1.pdf
PYFA,20250623_PYFA_Prospektus Ringkas atas Pe_d9ca99,20250623_PYFA_Laporan Informasi dan Fakta Material_31907849_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250623_PYFA_Prospektus Ringkas atas Pe_d9ca99\20250623_PYFA_Laporan Informasi dan Fakta Material_31907849_lamp2.pdf
WIFI,20250624_WIFI_Penyampaian Prospektus,20250624_WIFI_Penyampaian Prospektus_Informasi Tambahan_31908127_lamp1.pdf,None,NonGSS,obligasi_biasa,0.6700,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250624_WIFI_Penyampaian Prospektus\20250624_WIFI_Penyampaian Prospektus_Informasi Tambahan_31908127_lamp1.pdf
FILM,20250626_FILM_Penyampaian Prospektus,20250626_FILM_Penyampaian Prospektus_Informasi Tambahan_31909268_lamp2.pdf,None,NonGSS,obligasi_biasa,0.7500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250626_FILM_Penyampaian Prospektus\20250626_FILM_Penyampaian Prospektus_Informasi Tambahan_31909268_lamp2.pdf
TUFI,20250626_TUFI_Penyampaian Prospektus,20250626_TUFI_Penyampaian Prospektus_Informasi Tambahan_31908936_lamp4.pdf,False,NonGSS,obligasi_biasa,0.8400,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250626_TUFI_Penyampaian Prospektus\20250626_TUFI_Penyampaian Prospektus_Informasi Tambahan_31908936_lamp4.pdf
FILM,20250630_FILM_Penyampaian Prospektus (KOREKSI),20250630_FILM_Penyampaian Prospektus_Informasi Tambahan_31910018_lamp2.pdf,None,NonGSS,obligasi_biasa,0.7500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250630_FILM_Penyampaian Prospektus (KOREKSI)\20250630_FILM_Penyampaian Prospektus_Informasi Tambahan_31910018_lamp2.pdf
CARE,20250701_CARE_Penyampaian Prospektus,20250701_CARE_Penyampaian Prospektus_Informasi Tambahan_31910353_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250701_CARE_Penyampaian Prospektus\20250701_CARE_Penyampaian Prospektus_Informasi Tambahan_31910353_lamp1.pdf
ADMF,20250702_ADMF_Penyampaian Bukti Iklan Pe_654ddf,20250702_ADMF_Penyampaian Bukti Iklan_31910677_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8100,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250702_ADMF_Penyampaian Bukti Iklan Pe_654ddf\20250702_ADMF_Penyampaian Bukti Iklan_31910677_lamp2.pdf
MINA,20250702_MINA_Penyampaian Prospektus,20250702_MINA_Penyampaian Prospektus_Informasi Tambahan_31910623_lamp1.pdf,None,NonGSS,obligasi_biasa,0.7900,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250702_MINA_Penyampaian Prospektus\20250702_MINA_Penyampaian Prospektus_Informasi Tambahan_31910623_lamp1.pdf
TOWR,20250702_TOWR_Penyampaian Prospektus,20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250702_TOWR_Penyampaian Prospektus\20250702_TOWR_Penyampaian Prospektus_Informasi Tambahan_31910612_lamp1.pdf
CARE,20250703_CARE_Penyampaian Bukti Iklan Pe_f35962,20250703_CARE_Penyampaian Bukti Iklan_31911102_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250703_CARE_Penyampaian Bukti Iklan Pe_f35962\20250703_CARE_Penyampaian Bukti Iklan_31911102_lamp2.pdf
COCO,20250721_COCO_Prospektus Ringkas Dalam R_745ec0,20250721_COCO_Laporan Informasi dan Fakta Material_31916233_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250721_COCO_Prospektus Ringkas Dalam R_745ec0\20250721_COCO_Laporan Informasi dan Fakta Material_31916233_lamp1.pdf
IMJS,20250915_IMJS_Prospektus Ringkas Penawar_472b6f,20250915_IMJS_Laporan Informasi dan Fakta Material_31950151_lamp1.pdf,None,NonGSS,obligasi_biasa,0.4800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250915_IMJS_Prospektus Ringkas Penawar_472b6f\20250915_IMJS_Laporan Informasi dan Fakta Material_31950151_lamp1.pdf
