issuer,folder,pdf_filename,title_gss,ml_pred,ml_class,confidence,top_env,top_soc,needs_review,sector_keys,framing_body,framing_title,pdf_full_path
BANK,20250923_BANK_Pemberitahuan atas Prospek_ab1325,20250923_BANK_Laporan Informasi dan Fakta Material_31951842_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20250923_BANK_Pemberitahuan atas Prospek_ab1325\20250923_BANK_Laporan Informasi dan Fakta Material_31951842_lamp1.pdf
ADMF,20251006_ADMF_Penyampaian Prospektus,20251006_ADMF_Penyampaian Prospektus_Informasi Tambahan_31964926_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251006_ADMF_Penyampaian Prospektus\20251006_ADMF_Penyampaian Prospektus_Informasi Tambahan_31964926_lamp3.pdf
ASDF,20251009_ASDF_Penyampaian Prospektus,20251009_ASDF_Penyampaian Prospektus_Informasi Tambahan_31966368_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251009_ASDF_Penyampaian Prospektus\20251009_ASDF_Penyampaian Prospektus_Informasi Tambahan_31966368_lamp2.pdf
WISL,20251023_WISL_Penyampaian Prospektus (KOREKSI),20251023_WISL_Penyampaian Prospektus_Informasi Tambahan_31979368_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8700,,,False,,berwawasan sosial,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251023_WISL_Penyampaian Prospektus (KOREKSI)\20251023_WISL_Penyampaian Prospektus_Informasi Tambahan_31979368_lamp2.pdf
BUVA,20251028_BUVA_Penyampaian Prospektus,20251028_BUVA_Penyampaian Prospektus_Informasi Tambahan_31980004_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251028_BUVA_Penyampaian Prospektus\20251028_BUVA_Penyampaian Prospektus_Informasi Tambahan_31980004_lamp1.pdf
LPPI,20251110_LPPI_Penyampaian Bukti Iklan Pr_ccefbc,20251110_LPPI_Penyampaian Bukti Iklan_31983902_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251110_LPPI_Penyampaian Bukti Iklan Pr_ccefbc\20251110_LPPI_Penyampaian Bukti Iklan_31983902_lamp2.pdf
IMJS,20251202_IMJS_Penyampaian Prospektus,20251202_IMJS_Penyampaian Prospektus_Informasi Tambahan_31999027_lamp1.pdf,None,NonGSS,obligasi_biasa,0.7300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251202_IMJS_Penyampaian Prospektus\20251202_IMJS_Penyampaian Prospektus_Informasi Tambahan_31999027_lamp1.pdf
BWPT,20251205_BWPT_Penyampaian Prospektus,20251205_BWPT_Penyampaian Prospektus_Informasi Tambahan_32000701_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251205_BWPT_Penyampaian Prospektus\20251205_BWPT_Penyampaian Prospektus_Informasi Tambahan_32000701_lamp1.pdf
BWPT,20251205_BWPT_Penyampaian Prospektus,20251205_BWPT_Penyampaian Prospektus_Informasi Tambahan_32000701_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251205_BWPT_Penyampaian Prospektus\20251205_BWPT_Penyampaian Prospektus_Informasi Tambahan_32000701_lamp3.pdf
BWPT,20251209_BWPT_Penyampaian Prospektus,20251209_BWPT_Penyampaian Prospektus_Informasi Tambahan_32011967_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251209_BWPT_Penyampaian Prospektus\20251209_BWPT_Penyampaian Prospektus_Informasi Tambahan_32011967_lamp1.pdf
BWPT,20251209_BWPT_Penyampaian Prospektus,20251209_BWPT_Penyampaian Prospektus_Informasi Tambahan_32011969_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251209_BWPT_Penyampaian Prospektus\20251209_BWPT_Penyampaian Prospektus_Informasi Tambahan_32011969_lamp1.pdf
PANI,20251211_PANI_Penyampaian Prospektus,20251210_PANI_Penyampaian Prospektus_Informasi Tambahan_32012196_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251211_PANI_Penyampaian Prospektus\20251210_PANI_Penyampaian Prospektus_Informasi Tambahan_32012196_lamp1.pdf
CSIS,20251212_CSIS_Publikasi Prospektus dan P_b26474,20251212_CSIS_Laporan Informasi dan Fakta Material_32012858_lamp2.pdf,None,NonGSS,obligasi_biasa,0.8500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251212_CSIS_Publikasi Prospektus dan P_b26474\20251212_CSIS_Laporan Informasi dan Fakta Material_32012858_lamp2.pdf
CSIS,20251215_CSIS_Publikasi Prospektus dan P_4db1d5,20251215_CSIS_Laporan Informasi dan Fakta Material_32013215_lamp3.pdf,None,NonGSS,obligasi_biasa,0.8500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251215_CSIS_Publikasi Prospektus dan P_4db1d5\20251215_CSIS_Laporan Informasi dan Fakta Material_32013215_lamp3.pdf
CSIS,20251216_CSIS_Publikasi Prospektus dan P_b09d78,20251216_CSIS_Laporan Informasi dan Fakta Material_32013362_lamp3.pdf,None,NonGSS,obligasi_biasa,0.8500,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251216_CSIS_Publikasi Prospektus dan P_b09d78\20251216_CSIS_Laporan Informasi dan Fakta Material_32013362_lamp3.pdf
TPIA,20251218_TPIA_Penyampaian Prospektus,20251218_TPIA_Penyampaian Prospektus_Informasi Tambahan_32013974_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251218_TPIA_Penyampaian Prospektus\20251218_TPIA_Penyampaian Prospektus_Informasi Tambahan_32013974_lamp1.pdf
BWPT,20251224_BWPT_Penyampaian Prospektus,20251224_BWPT_Penyampaian Prospektus_Informasi Tambahan_32015337_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251224_BWPT_Penyampaian Prospektus\20251224_BWPT_Penyampaian Prospektus_Informasi Tambahan_32015337_lamp2.pdf
BWPT,20251224_BWPT_Penyampaian Prospektus,20251224_BWPT_Penyampaian Prospektus_Informasi Tambahan_32015338_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251224_BWPT_Penyampaian Prospektus\20251224_BWPT_Penyampaian Prospektus_Informasi Tambahan_32015338_lamp2.pdf
INET,20251229_INET_Penyampaian Prospektus (KOREKSI),20251229_INET_Penyampaian Prospektus_Informasi Tambahan_32015801_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20251229_INET_Penyampaian Prospektus (KOREKSI)\20251229_INET_Penyampaian Prospektus_Informasi Tambahan_32015801_lamp3.pdf
SMAR,20260120_SMAR_Penyampaian Prospektus,20260120_SMAR_Penyampaian Prospektus_Informasi Tambahan_32021192_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260120_SMAR_Penyampaian Prospektus\20260120_SMAR_Penyampaian Prospektus_Informasi Tambahan_32021192_lamp2.pdf
INET,20260122_INET_Penyampaian Prospektus,20260122_INET_Penyampaian Prospektus_Informasi Tambahan_32021659_lamp1.pdf,False,NonGSS,obligasi_biasa,0.6000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260122_INET_Penyampaian Prospektus\20260122_INET_Penyampaian Prospektus_Informasi Tambahan_32021659_lamp1.pdf
ADMF,20260209_ADMF_Penyampaian Prospektus,20260209_ADMF_Penyampaian Prospektus_Informasi Tambahan_32026335_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260209_ADMF_Penyampaian Prospektus\20260209_ADMF_Penyampaian Prospektus_Informasi Tambahan_32026335_lamp2.pdf
ADMF,20260209_ADMF_Penyampaian Prospektus,20260209_ADMF_Penyampaian Prospektus_Informasi Tambahan_32026335_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260209_ADMF_Penyampaian Prospektus\20260209_ADMF_Penyampaian Prospektus_Informasi Tambahan_32026335_lamp3.pdf
PALM,20260211_PALM_Penyampaian Prospektus,20260211_PALM_Penyampaian Prospektus_Informasi Tambahan_32026975_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260211_PALM_Penyampaian Prospektus\20260211_PALM_Penyampaian Prospektus_Informasi Tambahan_32026975_lamp1.pdf
BABY,20260213_BABY_Penyampaian Prospektus,20260213_BABY_Penyampaian Prospektus_Informasi Tambahan_32027582_lamp1.pdf,None,NonGSS,obligasi_biasa,0.7400,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260213_BABY_Penyampaian Prospektus\20260213_BABY_Penyampaian Prospektus_Informasi Tambahan_32027582_lamp1.pdf
ADMF,20260223_ADMF_Penyampaian Prospektus,20260223_ADMF_Penyampaian Prospektus_Informasi Tambahan_32028738_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260223_ADMF_Penyampaian Prospektus\20260223_ADMF_Penyampaian Prospektus_Informasi Tambahan_32028738_lamp1.pdf
WISL,20260223_WISL_Penyampaian Prospektus,20260223_WISL_Penyampaian Prospektus_Informasi Tambahan_32028797_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\data\pdf_by_content\01_prospektus_utama\20260223_WISL_Penyampaian Prospektus\20260223_WISL_Penyampaian Prospektus_Informasi Tambahan_32028797_lamp2.pdf
MEDC,20230616_MEDC_Laporan Informasi atau Fakta Material Prospektus Ringkas Pena,20230616_MEDC_Laporan Informasi dan Fakta Material_31331932_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20230616_MEDC_Laporan Informasi atau Fakta Material Prospektus Ringkas Pena\20230616_MEDC_Laporan Informasi dan Fakta Material_31331932_lamp1.pdf
TBIG,20230616_TBIG_Laporan Informasi atau Fakta Material Informasi Tambahan dan_,20230616_TBIG_Laporan Informasi dan Fakta Material_31331810_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20230616_TBIG_Laporan Informasi atau Fakta Material Informasi Tambahan dan_\20230616_TBIG_Laporan Informasi dan Fakta Material_31331810_lamp1.pdf
TBIG,20230616_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Obligasi Berkelanj,20230616_TBIG_Penyampaian Bukti Iklan_31331804_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20230616_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Obligasi Berkelanj\20230616_TBIG_Penyampaian Bukti Iklan_31331804_lamp2.pdf
TBIG,20230616_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Obligasi Berkelanj,20230616_TBIG_Penyampaian Bukti Iklan_31331804_lamp3.pdf,False,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20230616_TBIG_Penyampaian Bukti Iklan Prospektus Ringkas Obligasi Berkelanj\20230616_TBIG_Penyampaian Bukti Iklan_31331804_lamp3.pdf
TBIG,20231116_TBIG_Penyampaian Prospektus,20231116_TBIG_Penyampaian Prospektus_Informasi Tambahan_31520100_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20231116_TBIG_Penyampaian Prospektus\20231116_TBIG_Penyampaian Prospektus_Informasi Tambahan_31520100_lamp1.pdf
TBIG,20231116_TBIG_Penyampaian Prospektus,20231116_TBIG_Penyampaian Prospektus_Informasi Tambahan_31520100_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20231116_TBIG_Penyampaian Prospektus\20231116_TBIG_Penyampaian Prospektus_Informasi Tambahan_31520100_lamp2.pdf
MEDC,20240118_MEDC_Penyampaian Prospektus,20240118_MEDC_Penyampaian Prospektus_Informasi Tambahan_31570147_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240118_MEDC_Penyampaian Prospektus\20240118_MEDC_Penyampaian Prospektus_Informasi Tambahan_31570147_lamp1.pdf
MEDC,20240118_MEDC_Penyampaian Prospektus,20240118_MEDC_Penyampaian Prospektus_Informasi Tambahan_31570147_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240118_MEDC_Penyampaian Prospektus\20240118_MEDC_Penyampaian Prospektus_Informasi Tambahan_31570147_lamp2.pdf
TBIG,20240119_TBIG_Penyampaian Prospektus,20240119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31570355_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240119_TBIG_Penyampaian Prospektus\20240119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31570355_lamp1.pdf
TBIG,20240119_TBIG_Penyampaian Prospektus,20240119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31570355_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8100,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240119_TBIG_Penyampaian Prospektus\20240119_TBIG_Penyampaian Prospektus_Informasi Tambahan_31570355_lamp2.pdf
WIKA,20240123_WIKA_Penyampaian Bukti Iklan Keterbukaan Informasi atas Prospektus,20240123_WIKA_Penyampaian Bukti Iklan_31571069.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240123_WIKA_Penyampaian Bukti Iklan Keterbukaan Informasi atas Prospektus\20240123_WIKA_Penyampaian Bukti Iklan_31571069.pdf
WIKA,20240123_WIKA_Penyampaian Bukti Iklan Keterbukaan Informasi atas Prospektus,20240123_WIKA_Penyampaian Bukti Iklan_31571069_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240123_WIKA_Penyampaian Bukti Iklan Keterbukaan Informasi atas Prospektus\20240123_WIKA_Penyampaian Bukti Iklan_31571069_lamp1.pdf
WIKA,20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P,20240123_WIKA_Laporan Informasi dan Fakta Material_31571064.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P\20240123_WIKA_Laporan Informasi dan Fakta Material_31571064.pdf
WIKA,20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P,20240123_WIKA_Laporan Informasi dan Fakta Material_31571064_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P\20240123_WIKA_Laporan Informasi dan Fakta Material_31571064_lamp1.pdf
WIKA,20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P,20240123_WIKA_Laporan Informasi dan Fakta Material_31571064_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240123_WIKA_Prospektus Ringkas Penawaran Umum Terbatas PT Wijaya Karya (P\20240123_WIKA_Laporan Informasi dan Fakta Material_31571064_lamp2.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus,20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus,20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677_lamp1.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus,20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31621677_lamp2.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus (KOREKSI),20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus (KOREKSI)\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus (KOREKSI),20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus (KOREKSI)\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276_lamp1.pdf
WIKA,20240401_WIKA_Penyampaian Prospektus (KOREKSI),20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240401_WIKA_Penyampaian Prospektus (KOREKSI)\20240401_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622276_lamp2.pdf
WIKA,20240402_WIKA_Penyampaian Prospektus (KOREKSI),20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240402_WIKA_Penyampaian Prospektus (KOREKSI)\20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793.pdf
WIKA,20240402_WIKA_Penyampaian Prospektus (KOREKSI),20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240402_WIKA_Penyampaian Prospektus (KOREKSI)\20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793_lamp1.pdf
WIKA,20240402_WIKA_Penyampaian Prospektus (KOREKSI),20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793_lamp2.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240402_WIKA_Penyampaian Prospektus (KOREKSI)\20240402_WIKA_Penyampaian Prospektus_Informasi Tambahan_31622793_lamp2.pdf
PTPP,20240607_PTPP_Penyampaian Prospektus,20240607_PTPP_Penyampaian Prospektus_Informasi Tambahan_31648261.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240607_PTPP_Penyampaian Prospektus\20240607_PTPP_Penyampaian Prospektus_Informasi Tambahan_31648261.pdf
PTPP,20240607_PTPP_Penyampaian Prospektus,20240607_PTPP_Penyampaian Prospektus_Informasi Tambahan_31648261_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8300,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240607_PTPP_Penyampaian Prospektus\20240607_PTPP_Penyampaian Prospektus_Informasi Tambahan_31648261_lamp1.pdf
MTEL,20240619_MTEL_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber,20240619_MTEL_Penyampaian Bukti Iklan_31662463_lamp2.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240619_MTEL_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber\20240619_MTEL_Penyampaian Bukti Iklan_31662463_lamp2.pdf
MTEL,20240619_MTEL_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk,20240619_MTEL_Laporan Informasi dan Fakta Material_31662458_lamp1.pdf,None,NonGSS,obligasi_biasa,0.8000,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240619_MTEL_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk\20240619_MTEL_Laporan Informasi dan Fakta Material_31662458_lamp1.pdf
MTEL,20240619_MTEL_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk,20240619_MTEL_Laporan Informasi dan Fakta Material_31662458_lamp2.pdf,None,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240619_MTEL_Prospektus Ringkas Penawaran Umum Berkelanjutan Obligasi Berk\20240619_MTEL_Laporan Informasi dan Fakta Material_31662458_lamp2.pdf
ADHI,20240621_ADHI_Penyampaian Prospektus,20240621_ADHI_Penyampaian Prospektus_Informasi Tambahan_31663323.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240621_ADHI_Penyampaian Prospektus\20240621_ADHI_Penyampaian Prospektus_Informasi Tambahan_31663323.pdf
ADHI,20240621_ADHI_Penyampaian Prospektus,20240621_ADHI_Penyampaian Prospektus_Informasi Tambahan_31663323_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240621_ADHI_Penyampaian Prospektus\20240621_ADHI_Penyampaian Prospektus_Informasi Tambahan_31663323_lamp1.pdf
ADHI,20240622_ADHI_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber,20240622_ADHI_Penyampaian Bukti Iklan_31663900.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240622_ADHI_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber\20240622_ADHI_Penyampaian Bukti Iklan_31663900.pdf
ADHI,20240622_ADHI_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber,20240622_ADHI_Penyampaian Bukti Iklan_31663900_lamp1.pdf,False,NonGSS,obligasi_biasa,0.8800,,,False,,,,D:\1. Important\Work\Bank Indonesia\DSta-DSMF\Green Bond Classification\code\pdf_by_content\01_prospektus_utama\20240622_ADHI_Penyampaian Bukti Iklan Prospektus Ringkas Penawaran Umum Ber\20240622_ADHI_Penyampaian Bukti Iklan_31663900_lamp1.pdf
